-0.120393485	-0.08331986	0.08678125	0.06871053	0.012500608	-0.042668834	-0.10217959	0.054460812	-0.07244626	0.10031303	-0.11427147	0.17423837	0.03501816	-0.10051446	-0.024746109	-0.014738774
-0.15665089	-0.062826686	0.049770717	-0.11726504	-0.10489234	0.05449867	-0.15298167	-0.0163958	-0.05625899	0.23620608	-0.26958665	0.12644963	-0.050477132	-0.0081142	-0.008749325	-0.094423406
0.09638798	0.1409344	-0.18127178	-0.21521194	-0.22932628	0.1328895	0.15488175	-0.18381707	0.18258686	0.29244024	-0.23870778	-0.099642396	-0.1175805	0.19099815	0.19116601	-0.19301647
-0.1036241	-0.05526815	0.020274935	-0.038067102	-0.055767708	0.036466382	-0.084846	-0.10290887	-0.00033930753	0.25000173	-0.19421563	0.15555385	-0.050651543	-0.02251886	0.020890465	-0.10127623
-0.059016522	0.01739023	-0.041040186	-0.035190683	-0.05401672	0.13652818	0.013330986	-0.0904831	0.04799508	0.16798893	-0.23517086	0.05845154	-0.08288634	0.004648852	0.11849235	-0.103027925
-0.20308939	-0.1967368	0.08625058	-0.071364164	-0.060267057	-0.020272555	-0.10243311	0.0529465	-0.10110206	0.25046536	-0.1666345	0.1564815	0.123468705	-0.18382438	-0.0886248	-0.035841182
-0.027546093	0.09915494	-0.042984065	-0.08816486	-0.16187318	0.14761744	-0.012102405	-0.09107283	0.037703503	0.21893668	-0.19456947	0.035222538	-0.1259799	0.04792665	0.105358995	-0.16692443
0.022962641	0.011497417	-0.10088708	-0.13831493	-0.07790751	0.09234319	0.011713527	-0.10919342	0.051221233	0.15110105	-0.20495598	0.050784547	-0.050485004	0.075231135	0.060589857	-0.08781926
0.037100386	0.13265902	-0.15061435	-0.20004031	-0.24828778	0.21972358	0.038868904	-0.13842067	0.10524822	0.28014135	-0.24735369	0.006908817	-0.1607797	0.15838929	0.15636271	-0.18910937
-0.04908152	-0.043660805	-0.05074777	-0.16250458	-0.16413179	0.07899866	-0.01876421	-0.07257443	0.015233892	0.25108755	-0.26497194	0.04447714	-0.047466494	-0.0017897137	0.033433296	-0.09110484
-0.2136436	-0.16177598	0.14787929	-0.015798936	0.044751875	-0.052425504	-0.15729737	0.046531998	-0.17753704	0.21554497	-0.14409694	0.22136334	0.124538526	-0.18801095	-0.10582962	0.063756675
-0.15316157	-0.06636634	0.039157115	-0.13367277	-0.08547388	-0.01812873	-0.07190108	0.0053874925	-0.0960884	0.21470153	-0.2599955	0.12478393	0.059114546	-0.12267099	-0.006890316	-0.011255548
-0.23417287	-0.16125594	0.17065011	0.053943813	-0.017246395	-0.045235533	-0.1437348	0.03380847	-0.20821805	0.20851211	-0.13487552	0.22588286	0.10639122	-0.17015468	-0.116751514	0.061370693
0.0912894	0.065992735	-0.108007506	-0.107671015	-0.10644538	0.14392732	0.050190106	-0.1449083	0.097531565	0.18178087	-0.21704465	-0.036117677	-0.1356238	0.1076911	0.120193824	-0.087962665
-0.06983829	-0.057417184	0.00935127	-0.043770164	-0.009229041	-0.016186044	-0.066335045	-0.020494387	-0.02708473	0.16021587	-0.13756482	0.17868535	0.037967645	-0.041930612	0.032625567	-0.020115357
-0.058972493	-0.03177917	-0.01944526	-0.13022417	-0.044868466	-0.0047489456	-0.06631758	-0.066728555	0.038482957	0.2105285	-0.15287672	0.07818441	-0.0033821035	-0.027901767	0.05564752	-0.033421688
